user_id,experiment_group,device,traffic_source,age_group,view,click,add_to_cart,checkout,purchase,order_value,revenue
243,Control,Tablet,Direct,25-34,True,False,False,False,False,0.0,0.0
244,Variant,Mobile,Social,25-34,True,True,True,False,False,0.0,0.0
245,Variant,Mobile,Social,25-34,True,True,False,False,False,0.0,0.0
246,Variant,Mobile,Direct,35-44,False,False,False,False,False,0.0,0.0
247,Variant,Desktop,Direct,18-24,True,False,False,False,False,0.0,0.0
248,Control,Desktop,Social,55+,True,False,False,False,False,0.0,0.0
249,Control,Mobile,Direct,45-54,True,True,False,False,False,0.0,0.0
250,Control,Desktop,Paid Search,35-44,False,False,False,False,False,0.0,0.0
251,Variant,Mobile,Organic,25-34,False,False,False,False,False,0.0,0.0
252,Variant,Desktop,Organic,35-44,True,True,True,False,False,0.0,0.0
253,Control,Tablet,Organic,18-24,True,True,False,False,False,0.0,0.0
254,Control,Mobile,Direct,45-54,True,True,True,True,False,0.0,0.0
255,Control,Mobile,Social,18-24,True,True,True,False,False,0.0,0.0
256,Variant,Mobile,Organic,25-34,True,False,False,False,False,0.0,0.0
257,Variant,Tablet,Paid Search,25-34,True,True,False,False,False,0.0,0.0
258,Control,Mobile,Organic,35-44,True,True,False,False,False,0.0,0.0
259,Control,Mobile,Paid Search,25-34,True,False,False,False,False,0.0,0.0
260,Variant,Desktop,Social,18-24,True,True,False,False,False,0.0,0.0
261,Control,Desktop,Email,18-24,True,False,False,False,False,0.0,0.0
262,Variant,Desktop,Organic,25-34,False,False,False,False,False,0.0,0.0
263,Control,Desktop,Organic,25-34,True,False,False,False,False,0.0,0.0
264,Control,Mobile,Organic,25-34,True,True,True,True,False,0.0,0.0
265,Variant,Mobile,Organic,55+,True,False,False,False,False,0.0,0.0
266,Control,Mobile,Direct,18-24,True,True,True,False,False,0.0,0.0
267,Control,Desktop,Email,18-24,True,True,False,False,False,0.0,0.0
268,Control,Tablet,Direct,45-54,True,False,False,False,False,0.0,0.0
269,Control,Tablet,Organic,25-34,True,False,False,False,False,0.0,0.0
270,Control,Mobile,Direct,45-54,True,False,False,False,False,0.0,0.0
271,Control,Tablet,Paid Search,45-54,True,False,False,False,False,0.0,0.0
272,Control,Mobile,Paid Search,25-34,True,True,True,True,True,51.98,51.98
273,Control,Desktop,Organic,45-54,True,False,False,False,False,0.0,0.0
274,Variant,Tablet,Organic,25-34,False,False,False,False,False,0.0,0.0
275,Variant,Desktop,Organic,35-44,True,False,False,False,False,0.0,0.0
276,Control,Desktop,Organic,35-44,True,False,False,False,False,0.0,0.0
277,Control,Tablet,Organic,25-34,True,False,False,False,False,0.0,0.0
278,Variant,Desktop,Organic,18-24,True,False,False,False,False,0.0,0.0
279,Variant,Mobile,Paid Search,35-44,True,False,False,False,False,0.0,0.0
280,Variant,Tablet,Organic,25-34,True,True,True,False,False,0.0,0.0
281,Control,Tablet,Email,35-44,True,True,False,False,False,0.0,0.0
282,Control,Mobile,Email,25-34,True,True,True,False,False,0.0,0.0
283,Control,Tablet,Social,25-34,True,True,False,False,False,0.0,0.0
284,Control,Mobile,Social,25-34,True,False,False,False,False,0.0,0.0
285,Variant,Tablet,Paid Search,35-44,True,True,True,True,False,0.0,0.0
286,Control,Desktop,Email,35-44,True,True,False,False,False,0.0,0.0
287,Control,Desktop,Organic,25-34,True,False,False,False,False,0.0,0.0
288,Control,Desktop,Organic,45-54,True,False,False,False,False,0.0,0.0
289,Variant,Mobile,Organic,18-24,True,False,False,False,False,0.0,0.0
290,Control,Desktop,Organic,25-34,True,False,False,False,False,0.0,0.0
291,Variant,Desktop,Organic,45-54,True,False,False,False,False,0.0,0.0
292,Control,Mobile,Paid Search,25-34,True,True,False,False,False,0.0,0.0
293,Variant,Desktop,Social,35-44,True,False,False,False,False,0.0,0.0
294,Control,Desktop,Paid Search,25-34,True,True,True,True,True,95.55,95.55
295,Variant,Desktop,Organic,35-44,False,False,False,False,False,0.0,0.0
296,Variant,Desktop,Organic,55+,True,True,True,False,False,0.0,0.0
297,Variant,Desktop,Paid Search,25-34,False,False,False,False,False,0.0,0.0
298,Variant,Mobile,Paid Search,25-34,True,True,True,True,True,105.25,105.25
299,Variant,Desktop,Direct,18-24,False,False,False,False,False,0.0,0.0
300,Variant,Mobile,Organic,55+,True,True,False,False,False,0.0,0.0
301,Variant,Desktop,Social,25-34,True,False,False,False,False,0.0,0.0
302,Control,Desktop,Social,45-54,True,True,False,False,False,0.0,0.0
303,Variant,Desktop,Organic,25-34,True,True,True,True,True,59.99,59.99
304,Variant,Desktop,Social,35-44,True,False,False,False,False,0.0,0.0
305,Variant,Desktop,Social,45-54,True,False,False,False,False,0.0,0.0
306,Control,Tablet,Paid Search,25-34,True,True,True,False,False,0.0,0.0
307,Control,Mobile,Paid Search,55+,True,False,False,False,False,0.0,0.0
308,Variant,Tablet,Paid Search,25-34,True,True,True,True,True,75.5,75.5
309,Control,Mobile,Organic,45-54,True,True,False,False,False,0.0,0.0
310,Control,Desktop,Social,18-24,False,False,False,False,False,0.0,0.0
311,Control,Tablet,Direct,45-54,True,True,False,False,False,0.0,0.0
312,Control,Desktop,Direct,25-34,True,True,True,False,False,0.0,0.0
313,Control,Tablet,Organic,25-34,True,True,False,False,False,0.0,0.0
314,Control,Desktop,Email,45-54,True,True,False,False,False,0.0,0.0
315,Control,Mobile,Paid Search,35-44,True,True,False,False,False,0.0,0.0
316,Control,Mobile,Organic,25-34,True,True,False,False,False,0.0,0.0
317,Control,Desktop,Social,35-44,False,False,False,False,False,0.0,0.0
318,Variant,Desktop,Email,35-44,True,True,True,True,True,73.93,73.93
319,Control,Mobile,Social,35-44,True,True,True,False,False,0.0,0.0
320,Variant,Mobile,Social,25-34,True,True,False,False,False,0.0,0.0
321,Variant,Desktop,Email,25-34,True,True,True,True,True,84.29,84.29
322,Control,Mobile,Organic,25-34,True,False,False,False,False,0.0,0.0
323,Control,Mobile,Direct,25-34,True,True,False,False,False,0.0,0.0
324,Variant,Mobile,Social,35-44,True,True,True,False,False,0.0,0.0
325,Variant,Mobile,Organic,35-44,True,False,False,False,False,0.0,0.0
326,Variant,Desktop,Organic,35-44,True,False,False,False,False,0.0,0.0
327,Variant,Desktop,Email,25-34,True,True,True,True,False,0.0,0.0
328,Variant,Mobile,Organic,18-24,True,False,False,False,False,0.0,0.0
329,Variant,Tablet,Direct,25-34,True,True,False,False,False,0.0,0.0
330,Control,Mobile,Social,45-54,True,False,False,False,False,0.0,0.0
331,Variant,Mobile,Direct,18-24,True,False,False,False,False,0.0,0.0
332,Control,Mobile,Paid Search,25-34,True,True,True,False,False,0.0,0.0
333,Variant,Mobile,Paid Search,18-24,True,True,False,False,False,0.0,0.0
334,Variant,Mobile,Organic,18-24,True,True,False,False,False,0.0,0.0
335,Control,Desktop,Paid Search,18-24,True,True,True,True,False,0.0,0.0
336,Variant,Mobile,Social,35-44,True,False,False,False,False,0.0,0.0
337,Control,Mobile,Social,35-44,False,False,False,False,False,0.0,0.0
338,Variant,Tablet,Paid Search,18-24,True,True,True,True,True,62.92,62.92
339,Control,Desktop,Paid Search,35-44,True,True,False,False,False,0.0,0.0
340,Variant,Mobile,Paid Search,35-44,True,True,False,False,False,0.0,0.0
341,Control,Desktop,Organic,35-44,True,True,False,False,False,0.0,0.0
342,Variant,Mobile,Organic,55+,True,True,True,True,True,37.33,37.33
343,Variant,Tablet,Paid Search,45-54,False,False,False,False,False,0.0,0.0
344,Variant,Tablet,Social,25-34,True,True,False,False,False,0.0,0.0
345,Variant,Mobile,Email,25-34,True,False,False,False,False,0.0,0.0
346,Variant,Mobile,Organic,35-44,True,False,False,False,False,0.0,0.0
347,Variant,Desktop,Social,45-54,True,True,False,False,False,0.0,0.0
348,Control,Tablet,Organic,25-34,True,False,False,False,False,0.0,0.0
349,Variant,Desktop,Paid Search,18-24,True,True,False,False,False,0.0,0.0
350,Control,Mobile,Social,25-34,True,False,False,False,False,0.0,0.0
351,Variant,Mobile,Organic,55+,True,True,False,False,False,0.0,0.0
352,Control,Mobile,Organic,35-44,True,True,False,False,False,0.0,0.0
353,Variant,Mobile,Social,18-24,True,False,False,False,False,0.0,0.0
354,Variant,Mobile,Paid Search,55+,False,False,False,False,False,0.0,0.0
355,Control,Mobile,Organic,18-24,True,False,False,False,False,0.0,0.0
356,Variant,Mobile,Paid Search,45-54,True,False,False,False,False,0.0,0.0
357,Variant,Tablet,Social,35-44,False,False,False,False,False,0.0,0.0
358,Variant,Desktop,Organic,18-24,True,True,False,False,False,0.0,0.0
359,Control,Mobile,Paid Search,35-44,True,True,True,True,False,0.0,0.0
360,Variant,Desktop,Organic,35-44,True,True,False,False,False,0.0,0.0
361,Variant,Mobile,Organic,45-54,True,False,False,False,False,0.0,0.0
362,Control,Tablet,Paid Search,35-44,True,True,False,False,False,0.0,0.0
363,Control,Mobile,Direct,18-24,True,True,True,True,False,0.0,0.0
364,Control,Desktop,Social,25-34,False,False,False,False,False,0.0,0.0
365,Variant,Mobile,Social,35-44,False,False,False,False,False,0.0,0.0
366,Control,Mobile,Social,45-54,True,False,False,False,False,0.0,0.0
367,Variant,Desktop,Email,35-44,True,False,False,False,False,0.0,0.0
368,Variant,Mobile,Paid Search,25-34,True,False,False,False,False,0.0,0.0
369,Control,Mobile,Organic,35-44,True,True,True,True,False,0.0,0.0
370,Variant,Desktop,Organic,25-34,False,False,False,False,False,0.0,0.0
371,Variant,Mobile,Social,35-44,True,False,False,False,False,0.0,0.0
372,Control,Mobile,Social,55+,True,True,False,False,False,0.0,0.0
373,Control,Tablet,Direct,55+,True,False,False,False,False,0.0,0.0
374,Control,Desktop,Organic,55+,False,False,False,False,False,0.0,0.0
375,Control,Mobile,Organic,55+,True,False,False,False,False,0.0,0.0
376,Control,Desktop,Organic,25-34,True,True,True,True,False,0.0,0.0
377,Variant,Mobile,Organic,25-34,True,False,False,False,False,0.0,0.0
378,Control,Mobile,Social,35-44,False,False,False,False,False,0.0,0.0
379,Control,Tablet,Paid Search,25-34,False,False,False,False,False,0.0,0.0
